,recovery,temperature,code1,code2,share1,share2
7,70,588.1879917234809,AHS,AWB,0.9,0.1
8,80,648.1405755439037,AHS,AWB,0.9,0.1
9,90,,AHS,AWB,0.9,0.1
10,95,,AHS,AWB,0.9,0.1
11,99,,AHS,AWB,0.9,0.1
0,5,42.375072819250036,AHS,AWB,0.91,0.09
1,10,80.49823333771265,AHS,AWB,0.91,0.09
2,20,179.81490756434604,AHS,AWB,0.91,0.09
3,30,356.50158721615514,AHS,AWB,0.91,0.09
4,40,439.2644040552674,AHS,AWB,0.91,0.09
5,50,492.1837236567942,AHS,AWB,0.91,0.09
6,60,538.5441175882828,AHS,AWB,0.91,0.09
7,70,587.9186063147353,AHS,AWB,0.91,0.09
8,80,647.3263082027344,AHS,AWB,0.91,0.09
9,90,,AHS,AWB,0.91,0.09
10,95,,AHS,AWB,0.91,0.09
11,99,,AHS,AWB,0.91,0.09
0,5,42.45547680118906,AHS,AWB,0.92,0.08
1,10,80.81271733393237,AHS,AWB,0.92,0.08
2,20,179.83541580638658,AHS,AWB,0.92,0.08
3,30,357.1441727474584,AHS,AWB,0.92,0.08
4,40,439.7389451443943,AHS,AWB,0.92,0.08
5,50,492.3915145326402,AHS,AWB,0.92,0.08
6,60,538.5274943684334,AHS,AWB,0.92,0.08
7,70,587.6516689857991,AHS,AWB,0.92,0.08
8,80,646.5316412988219,AHS,AWB,0.92,0.08
9,90,,AHS,AWB,0.92,0.08
10,95,,AHS,AWB,0.92,0.08
11,99,,AHS,AWB,0.92,0.08
0,5,42.53788665951926,AHS,AWB,0.93,0.07
1,10,81.12379107532621,AHS,AWB,0.93,0.07
2,20,179.85593837348824,AHS,AWB,0.93,0.07
3,30,357.79281241501906,AHS,AWB,0.93,0.07
4,40,440.2125606609179,AHS,AWB,0.93,0.07
5,50,492.5977589497507,AHS,AWB,0.93,0.07
6,60,538.5110260107416,AHS,AWB,0.93,0.07
7,70,587.3871431197614,AHS,AWB,0.93,0.07
8,80,645.7558496606339,AHS,AWB,0.93,0.07
9,90,,AHS,AWB,0.93,0.07
10,95,,AHS,AWB,0.93,0.07
11,99,,AHS,AWB,0.93,0.07
0,5,42.622444130850596,AHS,AWB,0.94,0.06
1,10,81.4315506934218,AHS,AWB,0.94,0.06
2,20,179.87647529830153,AHS,AWB,0.94,0.06
3,30,358.44748341724846,AHS,AWB,0.94,0.06
4,40,440.68521910981195,AHS,AWB,0.94,0.06
5,50,492.802483384321,AHS,AWB,0.94,0.06
6,60,538.4947104190087,AHS,AWB,0.94,0.06
7,70,587.1249890624224,AHS,AWB,0.94,0.06
8,80,644.9982453452953,AHS,AWB,0.94,0.06
9,90,,AHS,AWB,0.94,0.06
10,95,,AHS,AWB,0.94,0.06
11,99,,AHS,AWB,0.94,0.06
0,5,42.709298088772876,AHS,AWB,0.95,0.05
1,10,81.7358106321069,AHS,AWB,0.95,0.05
2,20,179.89702661199215,AHS,AWB,0.95,0.05
3,30,359.1081594617003,AHS,AWB,0.95,0.05
4,40,441.1569089287878,AHS,AWB,0.95,0.05
5,50,493.0057139206204,AHS,AWB,0.95,0.05
6,60,538.4785455349652,AHS,AWB,0.95,0.05
7,70,586.8651631541593,AHS,AWB,0.95,0.05
8,80,644.2581722882688,AHS,AWB,0.95,0.05
9,90,,AHS,AWB,0.95,0.05
10,95,,AHS,AWB,0.95,0.05
11,99,,AHS,AWB,0.95,0.05
0,5,42.798604714763925,AHS,AWB,0.96,0.04
1,10,82.03628707164361,AHS,AWB,0.96,0.04
2,20,179.91759234423816,AHS,AWB,0.96,0.04
3,30,359.7748048590347,AHS,AWB,0.96,0.04
4,40,441.6275997850567,AHS,AWB,0.96,0.04
5,50,493.2075510505238,AHS,AWB,0.96,0.04
6,60,538.4625293373804,AHS,AWB,0.96,0.04
7,70,586.6076181650379,AHS,AWB,0.96,0.04
8,80,643.5350063984638,AHS,AWB,0.96,0.04
9,90,,AHS,AWB,0.96,0.04
10,95,,AHS,AWB,0.96,0.04
11,99,,AHS,AWB,0.96,0.04
0,5,42.89052766904536,AHS,AWB,0.97,0.03
1,10,82.33258936293817,AHS,AWB,0.97,0.03
2,20,179.93817252322455,AHS,AWB,0.97,0.03
3,30,360.44737031265777,AHS,AWB,0.97,0.03
4,40,442.09728647743054,AHS,AWB,0.97,0.03
5,50,493.4079989319573,AHS,AWB,0.97,0.03
6,60,538.4466598411989,AHS,AWB,0.97,0.03
7,70,586.3523558309379,AHS,AWB,0.97,0.03
8,80,642.8281571127349,AHS,AWB,0.97,0.03
9,90,,AHS,AWB,0.97,0.03
10,95,,AHS,AWB,0.97,0.03
11,99,,AHS,AWB,0.97,0.03
0,5,42.985238261404255,AHS,AWB,0.98,0.02
1,10,82.6251020038165,AHS,AWB,0.98,0.02
2,20,179.95876717563957,AHS,AWB,0.98,0.02
3,30,361.1258093565099,AHS,AWB,0.98,0.02
4,40,442.56604948653023,AHS,AWB,0.98,0.02
5,50,493.60695572374976,AHS,AWB,0.98,0.02
6,60,538.4309350967018,AHS,AWB,0.98,0.02
7,70,586.0993832869001,AHS,AWB,0.98,0.02
8,80,642.1370619760914,AHS,AWB,0.98,0.02
9,90,,AHS,AWB,0.98,0.02
10,95,,AHS,AWB,0.98,0.02
11,99,,AHS,AWB,0.98,0.02
0,5,43.08447541416618,AHS,AWB,0.99,0.01
1,10,82.91456687513859,AHS,AWB,0.99,0.01
2,20,179.97937632667066,AHS,AWB,0.99,0.01
3,30,361.8100982809342,AHS,AWB,0.99,0.01
4,40,443.03347145439636,AHS,AWB,0.99,0.01
5,50,493.80432184571197,AHS,AWB,0.99,0.01
6,60,538.4153531886928,AHS,AWB,0.99,0.01
7,70,585.8486625096856,AHS,AWB,0.99,0.01
8,80,641.4610497595677,AHS,AWB,0.99,0.01
9,90,,AHS,AWB,0.99,0.01
10,95,,AHS,AWB,0.99,0.01
11,99,,AHS,AWB,0.99,0.01
